year,area_code,area,identity,pay_type,pay,confidence
2017,00BD,Richmond upon Thames,Female,Hourly,17.13,7.1
2018,00BD,Richmond upon Thames,Female,Hourly,16.84,6.4
2019,00BD,Richmond upon Thames,Female,Hourly,17.45,6.8
2002,00BE,Southwark,Female,Hourly,9.7,7.2
2003,00BE,Southwark,Female,Hourly,10.6,5.2
2004,00BE,Southwark,Female,Hourly,10.8,6.4
2005,00BE,Southwark,Female,Hourly,11.2,6.8
2006,00BE,Southwark,Female,Hourly,12,7.1
2007,00BE,Southwark,Female,Hourly,12.5,6.5
2008,00BE,Southwark,Female,Hourly,12.66,6.5
2009,00BE,Southwark,Female,Hourly,13.18,7.1
2010,00BE,Southwark,Female,Hourly,13.89,5.8
2011,00BE,Southwark,Female,Hourly,13.79,3.9
2012,00BE,Southwark,Female,Hourly,13.87,5.6
2013,00BE,Southwark,Female,Hourly,14.01,5.1
2014,00BE,Southwark,Female,Hourly,13.72,6
2015,00BE,Southwark,Female,Hourly,14.93,5
2016,00BE,Southwark,Female,Hourly,14.03,5.9
2017,00BE,Southwark,Female,Hourly,15.66,4.8
2018,00BE,Southwark,Female,Hourly,16.04,4.2
2019,00BE,Southwark,Female,Hourly,16.34,4.4
2002,00BF,Sutton,Female,Hourly,9.5,5.8
2003,00BF,Sutton,Female,Hourly,10,6
2004,00BF,Sutton,Female,Hourly,9.7,5.8
2005,00BF,Sutton,Female,Hourly,10.3,6.7
2006,00BF,Sutton,Female,Hourly,11.3,5.1
2007,00BF,Sutton,Female,Hourly,11.7,5.4
2008,00BF,Sutton,Female,Hourly,11.82,5.9
2009,00BF,Sutton,Female,Hourly,12.26,5.3
2010,00BF,Sutton,Female,Hourly,12.19,5.1
2011,00BF,Sutton,Female,Hourly,12.1,5.7
2012,00BF,Sutton,Female,Hourly,12.45,5.4
2013,00BF,Sutton,Female,Hourly,12.95,4.6
2014,00BF,Sutton,Female,Hourly,13.03,5
2015,00BF,Sutton,Female,Hourly,12.54,5.7
2016,00BF,Sutton,Female,Hourly,12.44,4.7
2017,00BF,Sutton,Female,Hourly,13.47,5.7
2018,00BF,Sutton,Female,Hourly,13.74,5.8
2019,00BF,Sutton,Female,Hourly,13.79,6.3
2002,00BG,Tower Hamlets,Female,Hourly,10.9,9.7
2003,00BG,Tower Hamlets,Female,Hourly,11.1,8.6
2004,00BG,Tower Hamlets,Female,Hourly,12.1,10
2005,00BG,Tower Hamlets,Female,Hourly,13.6,6.2
2006,00BG,Tower Hamlets,Female,Hourly,12.6,8.4
2007,00BG,Tower Hamlets,Female,Hourly,13.5,7.4
2008,00BG,Tower Hamlets,Female,Hourly,13.02,10
2009,00BG,Tower Hamlets,Female,Hourly,14.52,7.8
2010,00BG,Tower Hamlets,Female,Hourly,15.14,6.4
2011,00BG,Tower Hamlets,Female,Hourly,13.76,7.6
2012,00BG,Tower Hamlets,Female,Hourly,14.86,6.7
2013,00BG,Tower Hamlets,Female,Hourly,14.79,7.7
2014,00BG,Tower Hamlets,Female,Hourly,13.92,5.8
2015,00BG,Tower Hamlets,Female,Hourly,13.38,6.3
2016,00BG,Tower Hamlets,Female,Hourly,14.39,5.6
2017,00BG,Tower Hamlets,Female,Hourly,15.5,6.6
2018,00BG,Tower Hamlets,Female,Hourly,16.55,5.6
2019,00BG,Tower Hamlets,Female,Hourly,18.21,4.5
2002,00BH,Waltham Forest,Female,Hourly,10,6.9
2003,00BH,Waltham Forest,Female,Hourly,10.5,8.8
2004,00BH,Waltham Forest,Female,Hourly,10.4,7
2005,00BH,Waltham Forest,Female,Hourly,10.6,8.3
2006,00BH,Waltham Forest,Female,Hourly,11,7.7
2007,00BH,Waltham Forest,Female,Hourly,11,8.5
2008,00BH,Waltham Forest,Female,Hourly,11.48,7.1
2009,00BH,Waltham Forest,Female,Hourly,11.93,7
2010,00BH,Waltham Forest,Female,Hourly,12.12,7.9
2011,00BH,Waltham Forest,Female,Hourly,11.29,7.1
2012,00BH,Waltham Forest,Female,Hourly,11.67,7.8
2013,00BH,Waltham Forest,Female,Hourly,11.11,6.4
2014,00BH,Waltham Forest,Female,Hourly,11.18,5.2
2015,00BH,Waltham Forest,Female,Hourly,11.52,5.7
2016,00BH,Waltham Forest,Female,Hourly,11.92,4.7
2017,00BH,Waltham Forest,Female,Hourly,11.84,5.6
2018,00BH,Waltham Forest,Female,Hourly,13,5.9
2019,00BH,Waltham Forest,Female,Hourly,14.12,6.8
2002,00BJ,Wandsworth,Female,Hourly,12.8,5.1
2003,00BJ,Wandsworth,Female,Hourly,12.7,4.3
2004,00BJ,Wandsworth,Female,Hourly,13.1,4.5
2005,00BJ,Wandsworth,Female,Hourly,13.7,4.4
2006,00BJ,Wandsworth,Female,Hourly,14.4,4.5
2007,00BJ,Wandsworth,Female,Hourly,14.4,5.5
2008,00BJ,Wandsworth,Female,Hourly,15.67,4.1
2009,00BJ,Wandsworth,Female,Hourly,16.01,3.9
2010,00BJ,Wandsworth,Female,Hourly,16.22,4.4
2011,00BJ,Wandsworth,Female,Hourly,16.77,4.5
2012,00BJ,Wandsworth,Female,Hourly,16.48,5.2
2013,00BJ,Wandsworth,Female,Hourly,16.88,4.6
2014,00BJ,Wandsworth,Female,Hourly,16.98,3.2
2015,00BJ,Wandsworth,Female,Hourly,17.81,4.8
2016,00BJ,Wandsworth,Female,Hourly,17.83,4.4
2017,00BJ,Wandsworth,Female,Hourly,17.47,4
2018,00BJ,Wandsworth,Female,Hourly,18.71,4
2019,00BJ,Wandsworth,Female,Hourly,19.91,4.5
2002,00BK,Westminster,Female,Hourly,12,6
2003,00BK,Westminster,Female,Hourly,11.8,6.9
2004,00BK,Westminster,Female,Hourly,12.7,8
2005,00BK,Westminster,Female,Hourly,12.9,8.3
2006,00BK,Westminster,Female,Hourly,14.9,7
2007,00BK,Westminster,Female,Hourly,16.2,6.8
2008,00BK,Westminster,Female,Hourly,16.78,7.3
2009,00BK,Westminster,Female,Hourly,15.22,6.7
2010,00BK,Westminster,Female,Hourly,15.46,7.6
2011,00BK,Westminster,Female,Hourly,16.18,6.7
2012,00BK,Westminster,Female,Hourly,16.74,8.5
2013,00BK,Westminster,Female,Hourly,16.32,8
2014,00BK,Westminster,Female,Hourly,16.87,6.9
2015,00BK,Westminster,Female,Hourly,15.37,8.7
2016,00BK,Westminster,Female,Hourly,16.69,7.7
2017,00BK,Westminster,Female,Hourly,17.89,8.2
2018,00BK,Westminster,Female,Hourly,20.14,6.8
2019,00BK,Westminster,Female,Hourly,17.03,8.2
2002,A,North East,Female,Hourly,6.4,1.5
2003,A,North East,Female,Hourly,6.9,1.4
2004,A,North East,Female,Hourly,7.2,1.6
2005,A,North East,Female,Hourly,7.5,1.4
2006,A,North East,Female,Hourly,7.8,1.3
2007,A,North East,Female,Hourly,8.2,1.7
2008,A,North East,Female,Hourly,8.41,1.6
2009,A,North East,Female,Hourly,8.95,1.4
2010,A,North East,Female,Hourly,9.03,1.4
2011,A,North East,Female,Hourly,9.26,1.4
2012,A,North East,Female,Hourly,9.37,1.6
2013,A,North East,Female,Hourly,9.67,1.5
2014,A,North East,Female,Hourly,9.66,1.5
2015,A,North East,Female,Hourly,9.92,1.2
2016,A,North East,Female,Hourly,10.09,1.3
2017,A,North East,Female,Hourly,10.37,1.5
2018,A,North East,Female,Hourly,10.51,1.3
2019,A,North East,Female,Hourly,10.88,1.1
2002,B,North West,Female,Hourly,6.9,1.1
2003,B,North West,Female,Hourly,7.3,1.2
2004,B,North West,Female,Hourly,7.5,1.1
2005,B,North West,Female,Hourly,8,1.1
2006,B,North West,Female,Hourly,8.3,1
2007,B,North West,Female,Hourly,8.6,1
2008,B,North West,Female,Hourly,8.81,1.1
2009,B,North West,Female,Hourly,9.19,0.9
2010,B,North West,Female,Hourly,9.46,1
2011,B,North West,Female,Hourly,9.44,0.9
2012,B,North West,Female,Hourly,9.58,0.8
2013,B,North West,Female,Hourly,9.84,0.8
2014,B,North West,Female,Hourly,9.89,0.7
2015,B,North West,Female,Hourly,10.11,0.8
2016,B,North West,Female,Hourly,10.27,0.9
2017,B,North West,Female,Hourly,10.57,0.9
2018,B,North West,Female,Hourly,10.81,1
2019,B,North West,Female,Hourly,11.53,1
2002,D,Yorkshire and The Humber,Female,Hourly,6.6,1
2003,D,Yorkshire and The Humber,Female,Hourly,7,1.1
2004,D,Yorkshire and The Humber,Female,Hourly,7.2,1.2
2005,D,Yorkshire and The Humber,Female,Hourly,7.6,1.2
2006,D,Yorkshire and The Humber,Female,Hourly,7.9,1.1
2007,D,Yorkshire and The Humber,Female,Hourly,8.2,1.2
2008,D,Yorkshire and The Humber,Female,Hourly,8.4,1.3
2009,D,Yorkshire and The Humber,Female,Hourly,8.91,1.1
2010,D,Yorkshire and The Humber,Female,Hourly,9.11,1.1
2011,D,Yorkshire and The Humber,Female,Hourly,9.06,1.1
2012,D,Yorkshire and The Humber,Female,Hourly,9.28,1.1
2013,D,Yorkshire and The Humber,Female,Hourly,9.47,1.3
2014,D,Yorkshire and The Humber,Female,Hourly,9.49,1
2015,D,Yorkshire and The Humber,Female,Hourly,9.69,1
2016,D,Yorkshire and The Humber,Female,Hourly,9.98,0.8
2017,D,Yorkshire and The Humber,Female,Hourly,10.08,0.8
2018,D,Yorkshire and The Humber,Female,Hourly,10.43,0.9
2019,D,Yorkshire and The Humber,Female,Hourly,10.97,0.8
2002,E,East Midlands,Female,Hourly,6.6,1.3
2003,E,East Midlands,Female,Hourly,7.1,1.1
2004,E,East Midlands,Female,Hourly,7.3,1.5
2005,E,East Midlands,Female,Hourly,7.7,1.3
2006,E,East Midlands,Female,Hourly,8.1,1.1
2007,E,East Midlands,Female,Hourly,8.2,1.1
2008,E,East Midlands,Female,Hourly,8.62,1.2
2009,E,East Midlands,Female,Hourly,8.95,1.1
2010,E,East Midlands,Female,Hourly,8.96,1.1
2011,E,East Midlands,Female,Hourly,9.04,0.9
2012,E,East Midlands,Female,Hourly,9.33,1.2
2013,E,East Midlands,Female,Hourly,9.5,1.2
2014,E,East Midlands,Female,Hourly,9.58,1.1
2015,E,East Midlands,Female,Hourly,9.62,1.2
2016,E,East Midlands,Female,Hourly,9.97,1
2017,E,East Midlands,Female,Hourly,10.15,1
2018,E,East Midlands,Female,Hourly,10.35,1.1
2019,E,East Midlands,Female,Hourly,10.98,1
2002,F,West Midlands,Female,Hourly,6.8,1.3
2003,F,West Midlands,Female,Hourly,7.1,1.3
2004,F,West Midlands,Female,Hourly,7.4,1.2
2005,F,West Midlands,Female,Hourly,7.9,1
2006,F,West Midlands,Female,Hourly,8.2,1.1
2007,F,West Midlands,Female,Hourly,8.5,1.3
2008,F,West Midlands,Female,Hourly,8.66,1.2
2009,F,West Midlands,Female,Hourly,9.1,1
2010,F,West Midlands,Female,Hourly,9.3,1
2011,F,West Midlands,Female,Hourly,9.21,1
2012,F,West Midlands,Female,Hourly,9.43,1.1
2013,F,West Midlands,Female,Hourly,9.65,1
2014,F,West Midlands,Female,Hourly,9.66,1
2015,F,West Midlands,Female,Hourly,9.78,1
2016,F,West Midlands,Female,Hourly,10.1,0.8
2017,F,West Midlands,Female,Hourly,10.36,0.9
2018,F,West Midlands,Female,Hourly,10.71,1
2019,F,West Midlands,Female,Hourly,11.28,1.1
2002,G,East,Female,Hourly,7.3,1.2
2003,G,East,Female,Hourly,7.8,1.3
2004,G,East,Female,Hourly,8,1.4
2005,G,East,Female,Hourly,8.4,1.2
2006,G,East,Female,Hourly,8.7,1.2
2007,G,East,Female,Hourly,9,1.4
2008,G,East,Female,Hourly,9.36,1.2
2009,G,East,Female,Hourly,9.68,1.1
2010,G,East,Female,Hourly,9.98,0.9
2011,G,East,Female,Hourly,10.05,0.9
2012,G,East,Female,Hourly,10.12,1
2013,G,East,Female,Hourly,10.48,1.1
2014,G,East,Female,Hourly,10.42,1.2
2015,G,East,Female,Hourly,10.46,1.2
2016,G,East,Female,Hourly,10.9,1.3
2017,G,East,Female,Hourly,11.21,1.1
2018,G,East,Female,Hourly,11.6,1.1
2019,G,East,Female,Hourly,12.09,1
2002,H,London,Female,Hourly,10.4,1.1
2003,H,London,Female,Hourly,10.8,1.1
2004,H,London,Female,Hourly,11.2,1.2
2005,H,London,Female,Hourly,11.4,1
2006,H,London,Female,Hourly,11.8,1
2007,H,London,Female,Hourly,12.4,1.1
2008,H,London,Female,Hourly,12.69,1
2009,H,London,Female,Hourly,13.2,0.9
2010,H,London,Female,Hourly,13.35,1
2011,H,London,Female,Hourly,13.22,1
2012,H,London,Female,Hourly,13.68,1
2013,H,London,Female,Hourly,13.53,1
2014,H,London,Female,Hourly,13.58,1
2015,H,London,Female,Hourly,13.54,0.9
2016,H,London,Female,Hourly,13.94,0.9
2017,H,London,Female,Hourly,14.45,1
2018,H,London,Female,Hourly,14.85,1
2019,H,London,Female,Hourly,15.33,0.9
2002,J,South East,Female,Hourly,8.1,0.7
2003,J,South East,Female,Hourly,8.6,0.8
2004,J,South East,Female,Hourly,8.8,0.9
2005,J,South East,Female,Hourly,9.1,0.7
2006,J,South East,Female,Hourly,9.4,0.8
2007,J,South East,Female,Hourly,9.7,0.9
2008,J,South East,Female,Hourly,9.93,0.8
2009,J,South East,Female,Hourly,10.25,0.9
2010,J,South East,Female,Hourly,10.5,0.8
2011,J,South East,Female,Hourly,10.59,0.8
2012,J,South East,Female,Hourly,10.9,0.8
2013,J,South East,Female,Hourly,10.97,0.8
2014,J,South East,Female,Hourly,11.22,0.8
2015,J,South East,Female,Hourly,11.32,0.8
2016,J,South East,Female,Hourly,11.82,0.8
2017,J,South East,Female,Hourly,12,0.8
2018,J,South East,Female,Hourly,12.32,0.8
2019,J,South East,Female,Hourly,12.77,0.7
2002,K,South West,Female,Hourly,6.8,1.2
2003,K,South West,Female,Hourly,7.3,1.2
2004,K,South West,Female,Hourly,7.5,1.1
2005,K,South West,Female,Hourly,7.9,1
2006,K,South West,Female,Hourly,8.2,1
2007,K,South West,Female,Hourly,8.4,1.1
2008,K,South West,Female,Hourly,8.82,1
2009,K,South West,Female,Hourly,9.17,0.9
2010,K,South West,Female,Hourly,9.44,1
2011,K,South West,Female,Hourly,9.41,1
2012,K,South West,Female,Hourly,9.69,1
2013,K,South West,Female,Hourly,9.83,0.9
2014,K,South West,Female,Hourly,9.85,0.9
2015,K,South West,Female,Hourly,10.04,0.7
2016,K,South West,Female,Hourly,10.37,0.9
2017,K,South West,Female,Hourly,10.45,1
2018,K,South West,Female,Hourly,10.91,1
2019,K,South West,Female,Hourly,11.46,0.9
2002,924,Wales,Female,Hourly,6.6,1.7
2003,924,Wales,Female,Hourly,7,1.7
2004,924,Wales,Female,Hourly,7.4,1.6
2005,924,Wales,Female,Hourly,7.8,1.4
2006,924,Wales,Female,Hourly,8.1,1.4
2007,924,Wales,Female,Hourly,8.4,1.7
2008,924,Wales,Female,Hourly,8.66,1.5
2009,924,Wales,Female,Hourly,9.07,1.4
2010,924,Wales,Female,Hourly,9.25,1.5
2011,924,Wales,Female,Hourly,9.23,1.3
2012,924,Wales,Female,Hourly,9.33,1.3
2013,924,Wales,Female,Hourly,9.72,1.2
2014,924,Wales,Female,Hourly,9.85,1.2
2015,924,Wales,Female,Hourly,9.95,1.4
2016,924,Wales,Female,Hourly,10.29,1.3
2017,924,Wales,Female,Hourly,10.46,1.3
2018,924,Wales,Female,Hourly,10.67,1.4
2019,924,Wales,Female,Hourly,11.32,1.3
2002,923,Scotland,Female,Hourly,7.2,1.1
2003,923,Scotland,Female,Hourly,7.5,1.1
2004,923,Scotland,Female,Hourly,7.8,1.2
2005,923,Scotland,Female,Hourly,8.3,1
2006,923,Scotland,Female,Hourly,8.5,1
2007,923,Scotland,Female,Hourly,8.9,1
2008,923,Scotland,Female,Hourly,9.4,1.3
2009,923,Scotland,Female,Hourly,9.77,1.1
2010,923,Scotland,Female,Hourly,9.94,1
2011,923,Scotland,Female,Hourly,10,1
2012,923,Scotland,Female,Hourly,10.09,1.1
2013,923,Scotland,Female,Hourly,10.41,1.1
2014,923,Scotland,Female,Hourly,10.57,1.1
2015,923,Scotland,Female,Hourly,10.83,1.1
2016,923,Scotland,Female,Hourly,11.16,1.1
2017,923,Scotland,Female,Hourly,11.42,1.1
2018,923,Scotland,Female,Hourly,11.79,0.9
2019,923,Scotland,Female,Hourly,12.4,0.7
2002,922,Northern Ireland,Female,Hourly,6.8,2.1
2003,922,Northern Ireland,Female,Hourly,7.2,2.1
2004,922,Northern Ireland,Female,Hourly,7.6,2.2
2005,922,Northern Ireland,Female,Hourly,8.2,2
2006,922,Northern Ireland,Female,Hourly,8.4,2.1
2007,922,Northern Ireland,Female,Hourly,8.5,1.9
2008,922,Northern Ireland,Female,Hourly,8.95,2.1
2009,922,Northern Ireland,Female,Hourly,9.28,2.1
2010,922,Northern Ireland,Female,Hourly,9.32,1.6
2011,922,Northern Ireland,Female,Hourly,9.44,1.8
2012,922,Northern Ireland,Female,Hourly,9.56,1.8
2013,922,Northern Ireland,Female,Hourly,9.85,1.5
2014,922,Northern Ireland,Female,Hourly,9.63,1.8
2015,922,Northern Ireland,Female,Hourly,9.87,1.6
2016,922,Northern Ireland,Female,Hourly,10.24,1.7
2017,922,Northern Ireland,Female,Hourly,10.51,2.1
2018,922,Northern Ireland,Female,Hourly,10.81,2.1
2019,922,Northern Ireland,Female,Hourly,11.15,1.7
2002,941,England and Wales,Female,Hourly,7.3,0.3
2003,941,England and Wales,Female,Hourly,7.8,0.3
2004,941,England and Wales,Female,Hourly,8,0.3
2005,941,England and Wales,Female,Hourly,8.4,0.2
2006,941,England and Wales,Female,Hourly,8.7,0.2
2007,941,England and Wales,Female,Hourly,9,0.2
2008,941,England and Wales,Female,Hourly,9.32,0.3
2009,941,England and Wales,Female,Hourly,9.71,0.3
2010,941,England and Wales,Female,Hourly,9.93,0.2
2011,941,England and Wales,Female,Hourly,9.91,0.2
2012,941,England and Wales,Female,Hourly,10.1,0.2
2013,941,England and Wales,Female,Hourly,10.34,0.2
2014,941,England and Wales,Female,Hourly,10.39,0.2
2015,941,England and Wales,Female,Hourly,10.5,0.2
2016,941,England and Wales,Female,Hourly,10.95,0.2
2017,941,England and Wales,Female,Hourly,11.19,0.3
2018,941,England and Wales,Female,Hourly,11.5,0.2
2019,941,England and Wales,Female,Hourly,12.02,0.1
2002,926,United Kingdom,Female,Hourly,7.3,0.2
2003,926,United Kingdom,Female,Hourly,7.7,0.2
2004,926,United Kingdom,Female,Hourly,8,0.2
2005,926,United Kingdom,Female,Hourly,8.4,0.2
2006,926,United Kingdom,Female,Hourly,8.7,0.1
2007,926,United Kingdom,Female,Hourly,9,0.2
2008,926,United Kingdom,Female,Hourly,9.3,0.2
2009,926,United Kingdom,Female,Hourly,9.68,0.2
2010,926,United Kingdom,Female,Hourly,9.9,0.1
2011,926,United Kingdom,Female,Hourly,9.91,0.2
2012,926,United Kingdom,Female,Hourly,10.06,0.2
2013,926,United Kingdom,Female,Hourly,10.32,0.2
2014,926,United Kingdom,Female,Hourly,10.37,0.2
2015,926,United Kingdom,Female,Hourly,10.5,0.2
2016,926,United Kingdom,Female,Hourly,10.93,0.2
2017,926,United Kingdom,Female,Hourly,11.18,0.2
2018,926,United Kingdom,Female,Hourly,11.5,0.2
2019,926,United Kingdom,Female,Hourly,12.02,0.1
2002,00AA,City of London,Female,Weekly,,
2003,00AA,City of London,Female,Weekly,,
2004,00AA,City of London,Female,Weekly,,
2005,00AA,City of London,Female,Weekly,,
2006,00AA,City of London,Female,Weekly,,
2007,00AA,City of London,Female,Weekly,,
2008,00AA,City of London,Female,Weekly,,
2009,00AA,City of London,Female,Weekly,648.6,12
2010,00AA,City of London,Female,Weekly,,
2011,00AA,City of London,Female,Weekly,,
2012,00AA,City of London,Female,Weekly,,
2013,00AA,City of London,Female,Weekly,,
2014,00AA,City of London,Female,Weekly,661.6,
2015,00AA,City of London,Female,Weekly,,
2016,00AA,City of London,Female,Weekly,,
2017,00AA,City of London,Female,Weekly,,
2018,00AA,City of London,Female,Weekly,691.9,
2019,00AA,City of London,Female,Weekly,,
2002,00AB,Barking and Dagenham,Female,Weekly,291.2,7.1
2003,00AB,Barking and Dagenham,Female,Weekly,287,7
2004,00AB,Barking and Dagenham,Female,Weekly,286.3,9.3
2005,00AB,Barking and Dagenham,Female,Weekly,319.3,7.8
2006,00AB,Barking and Dagenham,Female,Weekly,327.5,12
2007,00AB,Barking and Dagenham,Female,Weekly,344.8,14
2008,00AB,Barking and Dagenham,Female,Weekly,363.8,11
2009,00AB,Barking and Dagenham,Female,Weekly,359.8,8.8
2010,00AB,Barking and Dagenham,Female,Weekly,353,9
2011,00AB,Barking and Dagenham,Female,Weekly,378.4,7.6
2012,00AB,Barking and Dagenham,Female,Weekly,369.4,9.5
2013,00AB,Barking and Dagenham,Female,Weekly,342.1,10
2014,00AB,Barking and Dagenham,Female,Weekly,354.2,8.6
2015,00AB,Barking and Dagenham,Female,Weekly,359.6,7
2016,00AB,Barking and Dagenham,Female,Weekly,376.3,9.9
2017,00AB,Barking and Dagenham,Female,Weekly,366.1,7.7
2018,00AB,Barking and Dagenham,Female,Weekly,420.4,7
2019,00AB,Barking and Dagenham,Female,Weekly,383.4,7.5
2002,00AC,Barnet,Female,Weekly,308.8,8.4
2003,00AC,Barnet,Female,Weekly,348.1,9
2004,00AC,Barnet,Female,Weekly,359.5,8.6
2005,00AC,Barnet,Female,Weekly,345,7.5
2006,00AC,Barnet,Female,Weekly,370.9,7.4
2007,00AC,Barnet,Female,Weekly,383.3,7.4
2008,00AC,Barnet,Female,Weekly,420.8,9.4
2009,00AC,Barnet,Female,Weekly,403.9,8
2010,00AC,Barnet,Female,Weekly,420.6,7
2011,00AC,Barnet,Female,Weekly,434.4,5.8
2012,00AC,Barnet,Female,Weekly,447.4,5.9
2013,00AC,Barnet,Female,Weekly,445.8,5.7
2014,00AC,Barnet,Female,Weekly,413.7,6.8
2015,00AC,Barnet,Female,Weekly,421.3,7.7
2016,00AC,Barnet,Female,Weekly,425.7,6.8
2017,00AC,Barnet,Female,Weekly,456.9,6.8
2018,00AC,Barnet,Female,Weekly,460,6.7
2019,00AC,Barnet,Female,Weekly,480.9,5.9
2002,00AD,Bexley,Female,Weekly,307.7,7.4
2003,00AD,Bexley,Female,Weekly,327.3,7.7
2004,00AD,Bexley,Female,Weekly,319.1,7.5
2005,00AD,Bexley,Female,Weekly,348.5,6.1
2006,00AD,Bexley,Female,Weekly,343,6.5
2007,00AD,Bexley,Female,Weekly,358.9,8.6
2008,00AD,Bexley,Female,Weekly,341.9,9.3
2009,00AD,Bexley,Female,Weekly,356.1,8.3
2010,00AD,Bexley,Female,Weekly,371.4,8.2
2011,00AD,Bexley,Female,Weekly,372,6.9
2012,00AD,Bexley,Female,Weekly,394.9,6
2013,00AD,Bexley,Female,Weekly,388,8
2014,00AD,Bexley,Female,Weekly,402.5,7.8
2015,00AD,Bexley,Female,Weekly,385.9,7
2016,00AD,Bexley,Female,Weekly,381.9,7.3
2017,00AD,Bexley,Female,Weekly,436.9,7.1
2018,00AD,Bexley,Female,Weekly,439.5,6.4
2019,00AD,Bexley,Female,Weekly,464.3,6.8
2002,00AE,Brent,Female,Weekly,330.4,7.1
2003,00AE,Brent,Female,Weekly,321.9,8.3
2004,00AE,Brent,Female,Weekly,360.9,8.8
2005,00AE,Brent,Female,Weekly,366.6,6.6
2006,00AE,Brent,Female,Weekly,367.7,5.5
2007,00AE,Brent,Female,Weekly,401.4,7.2
2008,00AE,Brent,Female,Weekly,419,7.8
2009,00AE,Brent,Female,Weekly,400.9,6.4
2010,00AE,Brent,Female,Weekly,384.4,6.2
2011,00AE,Brent,Female,Weekly,354.9,7.5
2012,00AE,Brent,Female,Weekly,406.9,5.7
2013,00AE,Brent,Female,Weekly,401.7,7.7
2014,00AE,Brent,Female,Weekly,407.3,7.1
2015,00AE,Brent,Female,Weekly,426.3,6.5
2016,00AE,Brent,Female,Weekly,426.1,6
2017,00AE,Brent,Female,Weekly,403.7,7.3
2018,00AE,Brent,Female,Weekly,422.2,6.5
2019,00AE,Brent,Female,Weekly,479.4,6.3
2002,00AF,Bromley,Female,Weekly,345.5,6.9
2003,00AF,Bromley,Female,Weekly,360.6,6.2
2004,00AF,Bromley,Female,Weekly,377.9,5.1
2005,00AF,Bromley,Female,Weekly,357.2,7.4
2006,00AF,Bromley,Female,Weekly,386.2,5.4
2007,00AF,Bromley,Female,Weekly,426.9,6.4
2008,00AF,Bromley,Female,Weekly,431.2,6.1
2009,00AF,Bromley,Female,Weekly,447.6,7.2
2010,00AF,Bromley,Female,Weekly,416.9,8.3
2011,00AF,Bromley,Female,Weekly,431.2,7.2
2012,00AF,Bromley,Female,Weekly,450.3,6.6
2013,00AF,Bromley,Female,Weekly,472.7,6.3
2014,00AF,Bromley,Female,Weekly,453.6,7
2015,00AF,Bromley,Female,Weekly,479.3,5.9
2016,00AF,Bromley,Female,Weekly,470.5,4.7
2017,00AF,Bromley,Female,Weekly,497.8,7
2018,00AF,Bromley,Female,Weekly,537.4,4.9
2019,00AF,Bromley,Female,Weekly,535.8,5.2
2002,00AG,Camden,Female,Weekly,401.9,9.4
2003,00AG,Camden,Female,Weekly,413.4,10
2004,00AG,Camden,Female,Weekly,476.2,7.5
2005,00AG,Camden,Female,Weekly,479.1,7.9
2006,00AG,Camden,Female,Weekly,465.4,8.2
2007,00AG,Camden,Female,Weekly,513.2,6.9
2008,00AG,Camden,Female,Weekly,481.3,10
2009,00AG,Camden,Female,Weekly,555.9,5.1
2010,00AG,Camden,Female,Weekly,547.6,5.4
2011,00AG,Camden,Female,Weekly,567.9,6.6
2012,00AG,Camden,Female,Weekly,542.2,6.9
2013,00AG,Camden,Female,Weekly,524.6,9.2
2014,00AG,Camden,Female,Weekly,541,9.2
2015,00AG,Camden,Female,Weekly,517.5,9.3
2016,00AG,Camden,Female,Weekly,574.9,7.8
2017,00AG,Camden,Female,Weekly,574.8,7.4
2018,00AG,Camden,Female,Weekly,547.5,8
2019,00AG,Camden,Female,Weekly,587.7,9.9
2002,00AH,Croydon,Female,Weekly,318,7
2003,00AH,Croydon,Female,Weekly,325.3,6
2004,00AH,Croydon,Female,Weekly,330.7,6.6
2005,00AH,Croydon,Female,Weekly,352,6.7
2006,00AH,Croydon,Female,Weekly,355.8,6.7
2007,00AH,Croydon,Female,Weekly,374.5,6.8
2008,00AH,Croydon,Female,Weekly,410.3,7.4
2009,00AH,Croydon,Female,Weekly,402.4,5.6
2010,00AH,Croydon,Female,Weekly,424.8,5.2
2011,00AH,Croydon,Female,Weekly,399.1,5.9
2012,00AH,Croydon,Female,Weekly,428.5,5
2013,00AH,Croydon,Female,Weekly,425.5,5.4
2014,00AH,Croydon,Female,Weekly,440.3,6.4
2015,00AH,Croydon,Female,Weekly,432.5,5.8
2016,00AH,Croydon,Female,Weekly,460,5
2017,00AH,Croydon,Female,Weekly,460,5.4
2018,00AH,Croydon,Female,Weekly,464.4,5.5
2019,00AH,Croydon,Female,Weekly,497.9,4.9
2002,00AJ,Ealing,Female,Weekly,377,5.9
2003,00AJ,Ealing,Female,Weekly,393.4,5.6
2004,00AJ,Ealing,Female,Weekly,403.6,6.8
2005,00AJ,Ealing,Female,Weekly,384.7,6.1
2006,00AJ,Ealing,Female,Weekly,402.9,5.6
2007,00AJ,Ealing,Female,Weekly,409.2,6.4
2008,00AJ,Ealing,Female,Weekly,467.1,6
2009,00AJ,Ealing,Female,Weekly,459.4,5.2
2010,00AJ,Ealing,Female,Weekly,444.9,5.1
2011,00AJ,Ealing,Female,Weekly,434.8,5.4
2012,00AJ,Ealing,Female,Weekly,465.7,5.6
2013,00AJ,Ealing,Female,Weekly,450.5,7
2014,00AJ,Ealing,Female,Weekly,440.2,6.2
